Serial_ID,Question,Lesson,Grade,Difficulty,A,B,C,D,Correct Answer
7202,"ما سبب جزم الفعل ""تقُمْ"" في الجملة: ""إنْ تقُمْ لِعملك تُبدع""؟",جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,جواب الطلب,النصب,عطف الفعل,أداة الشرط,د
7203,أي من الجمل التالية تحتوي على فعل مضارع مجزوم صحيح الآخر؟,جزم الفعل المضارع للمرحلة الثانوية,9,سهل,إنْ يزرع الفلاح يجني الثمار,إنْ يزرع الفلاح الزرع,إنْ يزرع الفلاح الحقل,إنْ يزرع الحقل يجني ثماراً,أ
7204,أي الجمل تحتوي على فعل مضارع مجزوم بحذف حرف العلة؟,جزم الفعل المضارع للمرحلة الثانوية,10,متوسط,إنْ تسعَ تنجح,لا تسعى فلا تربح,كل الإجابات صحيحة,لم يسعَ في عمله,ج
7205,اختر الجملة التي تحتوي على فعل مضارع مجزوم بعلامة فرعية:,جزم الفعل المضارع للمرحلة الثانوية,10,متوسط,إنْ يجتهدوا يرفعهم الله,لم يعودْ إلى المنزل,إنْ تكتب يفوز مقالك,إنْ يدرس الطالب ينجح,أ
7206,أي جملة من الجمل التالية تشتمل على فعل مضارع مجزوم؟,جزم الفعل المضارع للمرحلة الثانوية,8,سهل,لن تسعَ بالجد وتفوز,لعل العلم يساعدك,إن تصدق تنل رضا الله,لا تقصر فتخسر وقتك,ج
7207,أكمل: من يجتهد ________ النجاح.,جزم الفعل المضارع للمرحلة الثانوية,8,متوسط,نالَ,فلينال,فسينال,ينال,د
7208,"ما علامة جزم الفعل في الجملة: ""لا تسرعْ في الإجابة""؟",جزم الفعل المضارع للمرحلة الثانوية,8,متوسط,حذف النون,حذف حرف العلة,فتح آخره,السكون,د
7209,أي الجمل تحتوي على فعل مضارع مجزوم في جواب الطلب؟,جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,اذهب إلى المدرسة يكن لك مكانة,ما تعلمت إلا الخير,لو ذاكرت تنجح,إذا اجتهدت زِدتَ علماً,أ
7210,إن _____ بالخير تنله.,جزم الفعل المضارع للمرحلة الثانوية,9,صعب,تسعُ,تسعى,تسعْ,تسعَ,ج
7211,جملة واحدة مما يلي تحتوي على فعل مجزوم:,جزم الفعل المضارع للمرحلة الثانوية,8,متوسط,العلم نور يهدي الإنسان,لا تتأخرْ عن درسك,إن شاء الله ستسيرُ الأمور بخير,لن تنجحَ إلا بالعمل,ب
7212,"ما الحالة الإعرابية للفعل المضارع في الجملة: ""إن تستقمْ تسعدْ""؟",جزم الفعل المضارع للمرحلة الثانوية,10,سهل,مجزوم بالسكون,معرب بحركة إعرابية أصلية,مجزوم بحذف حرف العلة,مجزوم بحذف النون,أ
7213,"أكمل الجملة: ""لا تضيّع وقتك ______ تضيع فرصك"".",جزم الفعل المضارع للمرحلة الثانوية,7,سهل,حتى,و,لئلا,في,ج
7214,"ما إعراب الفعل (تعمل) في: ""إن تعمل الخير تلقه""؟",جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,فعل مضارع مرفوع بالضمة,فعل مضارع منصوب بالفتحة,فعل مضارع مجزوم بالسكون,فعل مضارع مجزوم بحذف حرف النون,ج
7215,"حدد الجواب الصحيح: ""إذا تصدقْ ترزق"". ما سبب جزم الفعل (ترزق)؟",جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,لأنه وقع في جواب القسم,لوقوعه جواب الشرط,لوقوعه فعل الشرط,لأنه منصوب بأداة الشرط,ب
7216,"ما السبب النحوي لجزم الفعل (يجتهد) في الجملة التالية: ""إن يجتهد الطالب ينجح""؟",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,لوقوعه في جواب الطلب,لوقوعه جوابًا للشرط,لوقوعه شرطًا في جملة شرطية,لوقوعه فعلًا معطوفًا,ج
7217,"اختر الجملة الصحيحة نحويًا: ""لا تأكل كثيرًا ....... تنم جيدًا"".",جزم الفعل المضارع للمرحلة الثانوية,8,صعب,وتنم,ولا تنم,فتنام,فلا تنم,د
7218,أي أداة من أدوات الشرط التالية تجزم فعلين؟,جزم الفعل المضارع للمرحلة الثانوية,10,متوسط,لما,إذما,مهما,إن,ج
7219,حدد الجملة التي يستخدم فيها الفعل المضارع مجزومًا بالفاء:,جزم الفعل المضارع للمرحلة الثانوية,8,سهل,من يجتهد فسوف ينجح,من يجتهد فينجح,من يجتهد فسينجح,من يجتهد فإنه ينجح,ب
7220,"""إنْ يدعُ المؤمنُ ربَّه يستجبْ له"". سبب جزم الفعل (يستجب):",جزم الفعل المضارع للمرحلة الثانوية,11,متوسط,لأنه فعل مضارع منصوب,وقوعه معطوفًا على فعل مجزوم,وقوعه في جواب طلب,وقوعه جوابًا للشرط,د
7221,"ما علامة جزم الفعل (يطلب) في الجملة: ""لِـيَطْلُبْ كُلٌّ حاجته""؟",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,حذف حرف العلة,حذف النون,السكون,إثبات النون,ج
7222,"اختر الجملة الصحيحة من حيث جزم الفعل المضارع: ""إن تصبروا ....... الله معكم"".",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,فكان,فسوف يكون,تكونُ,يكنْ,د
7223,"علامة جزم الفعل في الجملة ""لا تذهبْ قبل أن تستأذن"":",جزم الفعل المضارع للمرحلة الثانوية,8,سهل,السكون,حذف النون,حذف حرف العلة,لا يوجد جزم,أ
7224,"ما إعراب الفعل (تفعلوا) في الجملة: ""إن لم تفعلوا تظهر الحقيقة""؟",جزم الفعل المضارع للمرحلة الثانوية,10,صعب,فعل مضارع مرفوع,فعل مضارع منصوب,فعل مضارع مجزوم بالسكون,فعل مضارع مجزوم بحذف النون,د
7225,في أي الأفعال المضارعة التالية تكون علامة الجزم حذف حرف العلة؟,جزم الفعل المضارع للمرحلة الثانوية,10,سهل,يكتب,يدعو,يشرب,يدرس,ب
7226,أي الجمل التالية تحتوي على فعل مضارع مجزوم صحيح؟,جزم الفعل المضارع للمرحلة الثانوية,7,متوسط,إنك طالب مجتهد,لا تنسَ حب الوطن,من يجتهدْ ينجحْ,لن تزرعَ فشلًا,ج
7227,"ما هو السبب النحوي لجزم الفعل في الجملة: ""لترحمْ صديقك""؟",جزم الفعل المضارع للمرحلة الثانوية,10,سهل,وقوعه فعل أمر,سبقه أداة نهي,سبقته لام الأمر,وقوعه في جواب الطلب,ج
7228,حدد الجملة التي تحتوي على فعل مضارع مجزوم:,جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,إذا درست تفوقْ,لا تكذب حتى تصدُقَ,لتحترمْ زملاءك,لن ينجح من يتوانى,ج
7229,"في الجملة: ""لا تسرقْ فتندمْ""، لماذا جُزم الفعل (تندمْ)؟",جزم الفعل المضارع للمرحلة الثانوية,9,صعب,لأنه وقع بعد أداة نهي,لأنه مسبوق بلا الناهية,لأنه معطوف على فعل مضارع مجزوم,لأنه في جواب الشرط,ج
7230,"في الجملة ""إن تذاكرْ بجدٍّ تنجحْ""، سبب جزم الفعل المضارع (تنجح):",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,لأنه جواب شرط أداة الشرط تفيد الجزم,لوقوعه بعد حرف جازم,لوقوعه في جملة شرطية,لأنه معطوف على فعل مجزوم,أ
7231,"ما هو التصحيح النحوي للجملة: ""لا تتأخر عن العمل فتُلام.""؟",جزم الفعل المضارع للمرحلة الثانوية,10,سهل,لا تتأخرُ عن العمل فتلامَ.,لا تتأخرْ عن العمل فتلامْ.,لا تتأخرْ عن العمل فتُلامَ.,لا تتأخر عن العمل فتلام.,ب
7232,ما علامة الجزم في الفعل المضارع (لم يجدْ)؟,جزم الفعل المضارع للمرحلة الثانوية,8,متوسط,الفتحة,حذف النون,السكون,حذف حرف العلة,ج
7233,"ما حالة الفعل المضارع في جملة: ""إن تزرْ أخاك تصله""؟",جزم الفعل المضارع للمرحلة الثانوية,9,متوسط,مبني,منصوب,مرفوع,مجزوم,د
7234,"في جملة: ""لم يدعُ الرجل صديقه أمس.""، ما علامة الجزم في الفعل (يدعُ)؟",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,حذف الضمة,حذف حرف العلة,السكون,حذف النون,ب
7235,ما الجملة الصحيحة نحويًا فيما يلي؟,جزم الفعل المضارع للمرحلة الثانوية,12,صعب,لا يمشي أحدٌ وحده فتُضيعونه,لا تستعجلوا فتخطئونَ,لتحترم زميلًا تكرمه,من يتقي الله يسعدْ,د
7236,أي الجمل التالية تحتوي على فعل مضارع مجزوم بالسكون؟,جزم الفعل المضارع للمرحلة الثانوية,9,سهل,لا تترددْ في قول الحق.,ترددْ في قول الحق.,لن يتردد في قول الحق.,إنْ تتردد في قول الحق، فلن تنجح.,أ
7237,"حدد الفعل المضارع المجزوم في الجملة التالية: ""إنْ تغفلْ عن دراستك، تندم لاحقًا.""",جزم الفعل المضارع للمرحلة الثانوية,8,متوسط,لاحقًا,تندم,غفل,تغفلْ,د
7238,"ما علامة جزم الفعل المضارع في الجملة التالية: ""لن يخيبْ من يجتهد.""؟",جزم الفعل المضارع للمرحلة الثانوية,8,سهل,الفتح,السكون,حذف حرف العلة,حذف النون,ب
7239,"اختر الإجابة الصحيحة: ""اذهبْ إلى المكتبة، و.... عن أهم المراجع.""",جزم الفعل المضارع للمرحلة الثانوية,9,سهل,تسألْ,السؤال,تسألُ,تسألَ,أ
